occupation_code,occupation_label,occupation_category,occupation_active,itpi_eligibility,itpi_question_set,itpi_hazard_class,itpi_min_excess,itpi_min_premium,itpi_default_limit_pi,itpi_default_ri_pi,itpi_default_limit_ppl,itpi_endorsements,itpi_wording,ah_eligibility,ah_question_set,ah_hazard_class,ah_min_excess,ah_min_premium,ah_default_limit,ah_endorsements,ah_wording,gp_eligibility,gp_question_set,gp_hazard_class,gp_min_excess,gp_min_premium,gp_default_limit,gp_endorsements,gp_wording
46100035,Concrete Haulage By Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100060,Furniture Removal And Storage Service - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100070,Gas Hauling - By Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100085,Livestock Hauling Transport Operation - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100090,Log Haulage Service - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100105,Motor Vehicle Transporting By Truck,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100110,Petrol Hauling Operation - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100120,Road Courier Services - Predominantly Larger Non-mail Type Packages I.e. Over 30Kg,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100130,Road Freight Transport Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100155,Tanker Operation - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100160,Taxi Truck Service - With Driver,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100165,Tow Truck Operation,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100180,Transport Freight Service - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100190,Truck Hire Service - With Driver,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100195,Vending Machine Refilling,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100196,Waste Paper Transport - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46100200,Water Carrier Operation - Road,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46210025,Long Distance Bus Charter Service - With Driver,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46210051,Public Bus Service - With Driver,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46210052,Tour Bus Operation,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220005,Airport Bus Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220010,Metropolitan Bus Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220015,Metropolitan Charter Bus Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220020,O-bahn Bus Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220021,Public Bus Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220025,School Bus Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220030,Short Distance Bus Charter Service - With Driver,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220040,Short Distance Bus Passenger Transport Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46220050,Tramway Passenger Transport Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230005,Community Transport - Aged & Disabled To/from Appointments,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230006,Chauffeur Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230010,Hire Car Service - With Driver,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230020,Road Passenger Transport (Except Bus),46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230025,Taxi Cab Management Service - Operation On Behalf Of Owner,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230030,Taxi Cab Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
46230035,Taxi Service,46,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
47100020,Rail Freight Transport Service,47,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
47200015,Monorail Operation,47,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
47200020,Rail Passenger Transport Service,47,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
47200030,Suburban Railway Transport Service (Except Tramway Transport),47,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
48100005,Coastal Sea Freight Transport Service Between Domestic Ports,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100015,Harbour Freight Transport Service,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100020,Inland Water Freight Transport Service (Except Tug Boats Or Lighters),48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100030,International Sea Freight Transport Service Between Domestic And Foreign Ports,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100050,Livestock Transport Operation - International - Sea,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100070,Ship Charter Lease Or Rental - With Crew For Freight Transport,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100080,Ship Management Service For Coastal Sea Transport - I.e. Operation Of Freight Cargo Ships On Behalf Of Owners,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100085,Ship Management Service For International Sea Transport - I.e. Operation Of Freight Cargo Ships On Behalf Of Owners,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48100090,Tanker Operation By Water,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200015,Boat Charter Lease Or Rental With Crew For Passenger Transport,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200025,Coastal Water Transport Service Between Domestic Ports - Passenger,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200030,Ferry Operation Including Vehicular,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200040,Harbour Passenger Transport Service,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200055,Inland Water Passenger Transport Service (Except Tug Boats Or Lighters),48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200060,International Sea Passenger Transport Service Between Domestic And Foreign Ports,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200065,Island Ferry Operation In Coastal Waters - Passenger,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200085,Ocean Cruise Service Between Domestic And Foreign Ports,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200090,Ocean Cruise Service Between Domestic Ports,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200095,Passenger Ferry Service,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200100,Passenger Ship Management Service (I.e. Operation Of Ships On Behalf Of Owners),48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200105,River Passenger Ferry Operation,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200130,Ship Charter Lease Or Rental With Crew For Passenger Transport,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200135,Water Passenger Transport Service,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
48200140,Water Taxi Service,48,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
49000010,Air Cargo Transportation - Charter Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000015,Air Freight Transport Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000020,Air Freight Transportation - Charter Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000025,Air Passenger Carriers - Non-scheduled,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000035,Air Passenger Transport Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000040,Air Surveillance Service (Except Defence Force),49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000045,Aircraft Charter Lease Or Rental - With Crew For Use In Non-scheduled Air Transport,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000075,Airline Operation - Air and Space Transport,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000076,Air Transport Service - Chartered,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000077,Air Transport Service - Scheduled,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000081,Airport Operation,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000090,Domestic Air Freight Transport Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000105,Domestic Airline Operation,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000121,Helicopter Charter Operation,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000130,International Air Freight Transport Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000140,International Air Transport,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
49000155,Space Transport Service,49,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100010,Aerial Cable Car Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100015,Airboat Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100020,Boat Charter Lease Or Rental - With Crew For Sightseeing,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100040,Carriage Horse Drawn Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100045,Chair Lift Operation (Except Ski Lift Operation),50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100055,Dive Boat Tours,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100070,Game Fishing Tours - Coastal Waters,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100080,Glider Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100085,Harbour Cruise Operation - With Or Without Restaurant Facilities,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100095,Helicopter Ride Operation - For Sightseeing,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100100,Hot Air Balloon Flights,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100110,Hovercraft Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100115,Joy Flight Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100120,Lake Cruise Operation - With Or Without Restaurant Facilities,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100125,Motor Cycle Tour Operation - With Driver,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100145,Railway Operation As A Tourist Attraction,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100150,Railway Operation By Historical Societies,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100155,River Cruise Operation - With Or Without Restaurant Facilities,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100165,Short Distance Tourist Coach Service,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100170,Sightseeing Bus Coach Or Tramway Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100195,Tour Operator - Four Wheel Drive,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100200,Tour Operator - Shopping Tours Short Distance,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100220,Whale Watching Cruise Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100226,White Water Rafting Tours - Inland Waters,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50100230,Wilderness Tour Operation - Mainly By Four Wheel Drive - With Driver,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50210005,Pipeline Operation For The Transport Of Gas Oil And Other Material,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50290005,Other Transport Operation (Except Road Rail Water Air Or Pipeline),50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50290010,Over Snow Transport Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50290015,Ski Lift Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
50290020,Ski Tow Operation,50,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
51010011,Mail Order Premises Operation,51,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51010020,Mail Sorting Distribution And Delivery,51,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51010025,Mailbox Rental Service,51,true,yes,ITCL01,2,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51010035,Post Office Operation,51,true,yes,ITCL01,3,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51010045,Postal Agency Operation,51,true,yes,ITCL01,3,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020004,Courier Services,51,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020030,Food Delivery Service For Restaurants,51,true,yes,ITCL01,5,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020040,Home Delivery Service,51,true,yes,ITCL01,5,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020050,Letterbox Home Delivery Service,51,true,yes,ITCL01,2,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020055,Meal Delivery Service (Except Community Services),51,true,yes,ITCL01,5,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020060,Messenger Service,51,true,yes,ITCL01,10,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
51020065,Newspaper - Home Delivery Service,51,true,yes,ITCL01,3,250,250,1e+06,1,1e+07,,AU0825,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52110005,Ship Loading Or Unloading Service - Provision Of Labour,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52110010,Stevedoring,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120005,Coal Loader Operation - Sea Transport,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120020,Container Terminal Operation - Water Transport,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120030,Grain Loader Operation - Water Transport,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120035,Pier Or Wharf Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120040,Port Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120055,Ship Mooring Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120060,Water Freight Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120065,Water Passenger Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120070,Water Transport Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120075,Wharf Facility Leasing,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52120090,Wharf Provision,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190005,Boat Ramp Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190006,Boat Shed Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190015,Crew Member Of Vessel - Self Employed,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190030,Distressed Vessel Towing Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190035,Lift-span Bridge Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190040,Lighterage Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190045,Lighthouse Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190050,Marina Operation (Except Pleasure Craft),52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190055,Marine Salvage Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190060,Navigable Waterways Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190065,Navigation Service - Water Transport,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190070,Pilotage Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190075,Port Or Harbour Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190080,Salvage Divers - Commercial,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190100,Ship Registration Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190105,Shipping Agency Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190110,Ships Agency Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190115,Skipper Of Vessel - Self Employed,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190120,Towboat And Tugboat Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190125,Towboat Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52190130,Tugboat Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200009,Airport Hanger Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200010,Air Traffic Control Centre Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200020,Air Transport Navigation Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200025,Aircraft Support Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200035,Airport Operation - Transport Support Services,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200050,Aviation Consulting Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200055,Civil Airport Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200060,Non-scheduled Air Transport Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200075,Scheduled Domestic Air Transport Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200080,Scheduled International Air Transport Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52200085,Space Port Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52910010,Custom Clearance Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52910015,Customs Agency Services - Including Baggage Agency Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52910030,Import Documentation Preparation Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52920006,Freight Forwarding,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52920020,Freight Forwarding - Road,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990005,Bus Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990010,Chauffeur Service (Except Owner Operator),52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990015,Container Terminal Operation - Road And Rail,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990020,Freight Brokerage Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990025,Motor Vehicle Escort Or Pilot Services,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990040,Railway Freight Or Cargo Depot Facilities,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990045,Railway Station Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990050,Railway Station Or Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990065,Road Freight Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990075,Road Passenger Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990085,Second Hand Ship Dealing,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990105,Taxi Terminal Operation (Except For Taxi Trucks),52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990110,Toll Bridge Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990115,Toll Road Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990120,Tram Terminal Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990125,Transport And Freight Consulting Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990135,Transport Container Refurbishing,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990145,Truck Driving Services (Except Owner/operator),52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990150,Weighbridge Operation,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
52990155,Wool Dumping Service,52,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53010005,Grain Elevator Operation,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53010010,Grain Silo Operation,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53010015,Grain Storage Service,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090005,Bond Store Operation,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090015,Bulk Petroleum Storage Service,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090020,Cold Store Operation,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090035,Cool Storage Of Fruit And Vegetables,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090045,Free Store Operation - Storage Of Goods Not Under Bond,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090050,Fur Storage Service,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090055,Furniture Storage Service,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090066,Self Storage Complex Operation,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090070,Storage Service (Except Grain),53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090075,Warehousing (Except Grain),53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
53090080,Wool Storage Service,53,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54110005,Newspaper Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54120015,Magazine Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54120025,Periodicals Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54130010,Book Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54130020,Map Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54140005,Address List Compilation Service,54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54140020,Directory Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54190020,Greeting Card Publishing (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
54190025,Investing In Tangible Artistic Work (Except Internet),54,true,no,,,,,,,,,,no,,,,,,,,yes,GP01,,250,100,2000,,AUGP0825
