occupation_code,occupation_label,occupation_category,occupation_active,itpi_eligibility,itpi_question_set,itpi_hazard_class,itpi_min_excess,itpi_min_premium,itpi_default_limit_pi,itpi_default_ri_pi,itpi_default_limit_ppl,itpi_endorsements,itpi_wording,ah_eligibility,ah_question_set,ah_hazard_class,ah_min_excess,ah_min_premium,ah_default_limit,ah_endorsements,ah_wording,gp_eligibility,gp_question_set,gp_hazard_class,gp_min_excess,gp_min_premium,gp_default_limit,gp_endorsements,gp_wording
20310055,Portland Cement Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320005,Acoustic Tile Plaster Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320010,Cornice Plaster Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320015,Display Model Plaster Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320020,Fibrous Plaster Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320040,Insulating Board Plaster Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320045,Moulding Plaster Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320055,Plaster Board Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320085,Plaster Of Paris Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320090,Plaster Product Manufacturing (Except Dental Or Medical Plasters),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320100,Plaster Sheet Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320105,Plaster Tiles Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320110,Plaster Wall Or Ceiling Boards Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20320125,Tile Plaster Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20330005,Concrete Slurry Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20330020,Mortar Dry Mix Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20330025,Ready Mixed Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340005,Autoclaved Aerated Concrete Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340010,Block Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340015,Box Culvert Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340020,Brick Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340025,Building Board Cement Based Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340035,Cistern Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340085,Concrete Meter Box Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340090,Concrete Monument Or Grave Marker Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340095,Concrete Mouldings Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340115,Concrete Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340145,Concrete Styrofoam Composite Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340175,Floor Or Wall Tile Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340180,Flower Pot Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340185,Manhole Cover Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340210,Ornamental Concrete Or Terrazzo Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340220,Pipe Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340225,Post Or Pole Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340230,Prefabricated Bus Shelter Manufacturing - Concrete,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340235,Prefabricated Concrete Building Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340245,Prefabricated Concrete Panels Or Sections Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340250,Prefabricated Concrete Survival Huts Manufacturing (Except Metal),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340260,Prestressed Concrete Pipe Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340265,Prestressed Concrete Products Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340270,Railway Sleeper Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340275,Roof Component Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340280,Roof Tile Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340285,Sink Or Tub Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340290,Tank Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340295,Terrazzo Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340305,Tile Concrete Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20340310,Wall Fitting Terrazzo Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900020,Abrasive Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900035,Acoustic Tile Panel Or Board Manufacturing - Glass Or Mineral Wool,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900045,Asbestos Cement Board Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900085,Asbestos Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900090,Asbestos Sheet Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900100,Bags Or Packets Of Composite Material Of Paper And Metal Foil Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900105,Boron Carbide Abrasive Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900110,Brick Silica Lime Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900115,Building Board Imitation Brick Or Stone Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900120,Carbon Product Manufacturing (Except Brushes Electrodes Or Bearings),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900125,Chalk Product Manufacturing (Except For Writing),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900140,Diamond Powder Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900150,Expanded Non-metallic Mineral Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900155,Expanded Perlite Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900160,Expanded Vermiculite Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900165,Feldspar Ground Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900166,Fire Retardant Materials Manufacturing (Excluding Asbestos),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900170,Flooring Material Magnesite Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900175,Foundry Core Sand Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900180,Fullers Earth Ground Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900190,Glass Fibre Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900205,Glass Wool Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900225,Granulated Slag Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900230,Graphite Product Manufacturing (Except Brushes Or Bearings),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900235,Grinding Wheel Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900240,Ground Barite Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900255,Ground Mineral Earths Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900265,Headstone Manufacturing (Except Concrete),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900275,Imitation Brick Or Stone Building Board Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900300,Mica Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900305,Mineral Earths Ground Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900315,Mineral Wool Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900320,Mineral Wool Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900330,Monument Making (Except Concrete),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900350,Non-bituminous And Non-plastic Laminations Of Paper Or Paperboard With Other Materials Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900370,Processed Lightweight Aggregate Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900375,Resin Coated Sand Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900380,Rockwool Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900390,Silica Lime Brick Manufacturing (Except Refractory),20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900395,Silicon Carbide Abrasive Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900400,Slag Crushing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900420,Stone Product Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900430,Stonemasonry Services,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900440,Synthetic Gemstone Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900445,Talc Ground Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
20900460,Whiting Products Manufacturing,20,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100005,Band Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100010,Bar Iron Or Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100015,Blank Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100055,Ferro-alloys Manufacturing - Including Manganese Silicon Or Chrome,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100065,Flat-rolled Product Iron Or Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100080,High Carbon Tool Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100085,High Speed Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100090,Hot Rolled Steel Rods Shapes Strip Or Plate Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100135,Pig Iron Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100140,Powder Iron Or Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100145,Rail Fastening Or Other Rail Accessory Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100150,Rail Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100155,Roof Decking Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100160,Section Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100165,Semi-finished Product Iron Or Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100185,Skelp Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100190,Spring Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100195,Stainless Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100200,Steel Alloy Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21100260,Tinplate Sheet Or Strip Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210005,Blacksmithing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210015,Castings Iron Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210020,Castings Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210025,Chain Cast Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210030,Die-casting Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210035,Direct Casting Iron Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210040,Direct Casting Steel Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210050,Iron Or Steel Direct Castings Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210055,Moulded Cast Iron Pipe Or Tube Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210060,Pipe Fitting Cast Ferrous Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210085,Tube Spun-cast Iron Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21210090,Valve Or Valve Parts Steam Gas Or Water Cast Manufacturing - Ferrous Metal,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21220005,Cold Drawn Steel Pipe Or Tube Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21220015,Ferrous Metal Steam Gas Or Water Fittings Manufacturing (Except Cast Or Forged Iron Or Steel),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21220035,Fittings Steam Gas Or Water Manufacturing - Ferrous Metal (Except Cast Or Forged),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21220040,Galvanised Seamless Or Welded Steel Pipe Or Tube Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21220050,Stainless Steel Seamless Pipes Or Tubes Manufacturing (Except Cast),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21220055,Steel Pipes Or Tubes Manufacturing (Except Cast Or Forged),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21310005,Alumina Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21310010,Bauxite Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21310015,Calcined Alumina Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21320030,Aluminium Casting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21320045,Aluminium Smelting - From Alumina,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21320050,Basic Shapes Manufacturing From Aluminium Recovered From Scrap Or Waste Materials Recovering,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21320055,Electrolytic Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330025,Blister Copper Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330030,Cans Manufacturing Using Waste Goods As Material Inputs (Except Aluminium Or Steel Cans),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330045,Copper Smelting Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330055,Copper Silver Lead Or Zinc From Scrap Or Waste Material Recovering,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330060,Electrolytic Copper Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330065,Electrolytic Zinc Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330080,Lead Smelting Or Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330085,Roasting Of Sulphide Concentrate,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330100,Silver Smelting Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330105,Silver-lead Bullion Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330110,Spelter Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330115,Sulphuric Acid Manufacturing - Smelter By-product,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330120,Wirebar Copper Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21330135,Zinc Smelting Or Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390010,Antimony Refined Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390030,Basic Shapes Manufacturing From Non-ferrous Metal Recovered From Waste Material Recovering,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390035,Bismuth Smelting Or Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390040,Bronze Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390045,Can De-tinning,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390055,Gold Bullion Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390060,Gold Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390065,Gold Smelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390070,Molybdenum Metal Powder Or Flake Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390075,Nickel Oxide Production In Association With Nickel Smelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390090,Nickel Smelting Or Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390095,Non-ferrous Alloys Manufacturing (Except Aluminium Alloys From Primary Aluminium Smelted At The Same Unit),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390100,Non-ferrous Bearing Metals Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390105,Non-ferrous Metal Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390110,Non-ferrous Metal Scrap Resmelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390130,Platinum Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390135,Rare Earth Metal Smelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390145,Silicon Smelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390150,Smelting Of Non-ferrous Metals,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390155,Solder Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390165,Tantalum Metal Powders Or Flakes Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390170,Tin Refining,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390175,Tin Smelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390190,Titanium Smelting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390195,Tungsten Metal Powders Or Flakes Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21390200,Welding Rod Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21410006,Brass Casting,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21410010,Die Casting Non-ferrous Metal Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21410015,Non-ferrous Metal Castings Manufacturing (Except Steam Gas Or Water Fittings Valve Or Valve Parts),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420006,Aluminium Components Or Products Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420020,Aluminium Foil Household Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420045,Aluminium Rolling Drawing Or Extruding,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420075,Bar Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420080,Foil Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420085,Paper Backed Aluminium Foil Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420095,Pipe Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420100,Plastic Coated Aluminium Foil Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420110,Plastic Coated Metal Foil Sheeting Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420120,Plate Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420125,Powder Or Flake Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420130,Rod Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420135,Section Aluminium Rolling Drawing Or Extruding,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420140,Sheet Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420145,Strip Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420150,Tube Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21420155,Wire Aluminium Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490005,Bar Non-ferrous Metal Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490010,Foil Non-ferrous Metal Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490025,Non-ferrous Metal Pipe Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490030,Non-ferrous Metal Plate Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490035,Non-ferrous Metal Rod Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490040,Non-ferrous Metal Rolling Drawing Or Extruding (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490045,Non-ferrous Metal Sections Rolling Drawing Or Extruding (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490055,Non-ferrous Metal Strip Manufacturing (Except Insulated Or From Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490060,Non-ferrous Metal Tube Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490065,Non-ferrous Metal Wire Manufacturing (Except Stranded Braided Or Insulated Or From Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490080,Powder Or Flake Non-ferrous Metal Manufacturing,21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
21490095,Sheet Non-ferrous Metal Manufacturing (Except Aluminium),21,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22100005,Chain Forged Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22100020,Forged Iron Or Steel Pipe Fittings Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22100025,Forged Iron Or Steel Pipes Or Tubes Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22100050,Forgings Iron Or Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22100055,Horse Shoe Mass Production,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22100080,Valves Or Valve Parts Steam Gas Or Water Forged Iron Or Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210005,Fabricated Structural Steel Manufacturing - Ready-made Parts For Structures,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210010,Girder Prefabricated Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210015,Joist Prefabricated Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210040,Prefabricated Steel Roof Truss Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210045,Prefabricated Steel Scaffolding Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210070,Rafter Prefabricated Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210075,Reinforcing Mesh Welded Steel Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210080,Reinforcing Steel Rod Processed Manufacturing - From Wire Bar Or Merchant Bar,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22210095,Steel House Frame Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22220020,Building Prefabricated Metal Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22220030,Carport Prefabricated Metal Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22220035,Garage Prefabricated Metal Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22220050,Metal Shed Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230030,Aluminium Fly Screen Door Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230035,Aluminium Framed Door Glazed Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230060,Aluminium Joinery Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230080,Aluminium Screen Door Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230090,Aluminium Shutters Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230110,Architectural Aluminium Product Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230115,Ceiling Section Fabricated Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230120,Curtain Wall Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230125,Door Or Door Frame Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230130,Downpipe Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230140,Fascia Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230150,Garage Door Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230155,Gate Aluminium Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
22230175,Ornamental Architectural Aluminium Work Manufacturing,22,true,no,,,,,,,,,,no,,,,,,,,no,,,,,,,
